booking_id,guest_name,guest_email,room_id,check_in,check_out,nights,guests_count,amount,status
BK-2022-00450,Chen Garcia,chen.garcia.067@yahoo.com,R-306,2022-01-08,2022-01-11,3,1,18400,Completed
BK-2022-00451,Andre Tanaka,andre.tanaka.025.2@gmail.com,R-106,2022-01-08,2022-01-12,4,1,18700,Completed
BK-2022-00452,David Bennett,david.bennett.032.2@yahoo.com,R-104,2022-01-09,2022-01-16,7,1,16800,Completed
BK-2022-00453,Daniel Singh,daniel.singh.021.2@outlook.com,R-203,2022-01-12,2022-01-13,1,3,3600,Completed
BK-2022-00454,Oscar Tanaka,oscar.tanaka.057.2@yahoo.com,R-401,2022-01-12,2022-01-18,6,2,34800,Completed
BK-2022-00455,David Bennett,david.bennett.032.2@yahoo.com,R-303,2022-01-12,2022-01-15,3,5,13200,Completed
BK-2022-00456,Yuna OBrien,yuna.obrien.018.2@proton.me,R-306,2022-01-12,2022-01-14,2,1,11600,Completed
BK-2022-00457,Ethan Lee,ethan.lee.015.2@gmail.com,R-101,2022-01-12,2022-01-19,7,1,16800,Completed
BK-2022-00458,Hannah OBrien,hannah.obrien.010.2@gmail.com,R-301,2022-01-12,2022-01-14,2,3,7200,Completed
BK-2022-00459,Noah Tanaka,noah.tanaka.073@proton.me,R-202,2022-01-16,2022-01-19,3,1,7200,Completed
BK-2022-00460,Maya Chua,maya.chua.046.2@outlook.com,R-301,2022-01-17,2022-01-19,2,3,7200,Completed
BK-2022-00461,Yuna Bennett,yuna.bennett.048.2@proton.me,R-106,2022-01-18,2022-01-21,3,1,13200,Completed
BK-2022-00462,Samir Singh,samir.singh.029.2@icloud.com,R-102,2022-01-22,2022-01-28,6,2,15300,Completed
BK-2022-00463,Oscar Tanaka,oscar.tanaka.057.2@yahoo.com,R-301,2022-01-23,2022-01-28,5,3,18000,Completed
BK-2022-00464,Ethan Garcia,ethan.garcia.075@gmail.com,R-102,2022-01-26,2022-01-30,4,1,9600,Completed
BK-2022-00465,Amara Chua,amara.chua.102@yahoo.com,R-202,2022-01-26,2022-01-27,1,2,0,Cancelled
BK-2022-00466,Andre Singh,andre.singh.085@gmail.com,R-103,2022-01-26,2022-01-31,5,1,12000,Completed
BK-2022-00467,Noah Lee,noah.lee.103@proton.me,R-401,2022-01-30,2022-02-02,3,1,17400,Completed
BK-2022-00468,Priya Singh,priya.singh.005.2@gmail.com,R-304,2022-02-02,2022-02-05,3,4,13200,Completed
BK-2022-00469,Kenji Lee,kenji.lee.071@outlook.com,R-206,2022-02-07,2022-02-12,5,3,18000,Completed
BK-2022-00470,Nina Chua,nina.chua.086@outlook.com,R-105,2022-02-07,2022-02-12,5,5,22000,Completed
BK-2022-00471,Grace Chua,grace.chua.110@gmail.com,R-202,2022-02-12,2022-02-15,3,2,7600,Completed
BK-2022-00472,Chen Garcia,chen.garcia.067@yahoo.com,R-104,2022-02-16,2022-02-20,4,2,9600,Completed
BK-2022-00473,Mei Patel,mei.patel.052.2@yahoo.com,R-202,2022-02-18,2022-02-21,3,1,7600,Completed
BK-2022-00474,Julia Chua,julia.chua.030.2@gmail.com,R-106,2022-02-18,2022-02-22,4,3,18700,Completed
BK-2022-00475,David OBrien,david.obrien.002.2@yahoo.com,R-302,2022-02-24,2022-02-28,4,3,14400,Completed
BK-2022-00476,Lucas Singh,lucas.singh.077@yahoo.com,R-202,2022-02-25,2022-02-28,3,1,7600,Completed
BK-2022-00477,Oscar Lee,oscar.lee.087@yahoo.com,R-102,2022-03-03,2022-03-04,1,2,2700,Completed
BK-2022-00478,Daniel Lee,daniel.lee.111@outlook.com,R-104,2022-03-04,2022-03-07,3,2,8500,Completed
BK-2022-00479,Oscar Tanaka,oscar.tanaka.057.2@yahoo.com,R-304,2022-03-04,2022-03-05,1,2,5200,Completed
BK-2022-00480,Noah Singh,noah.singh.013.2@proton.me,R-304,2022-03-08,2022-03-10,2,2,9900,Completed
BK-2022-00481,Liam Patel,liam.patel.036.2@outlook.com,R-304,2022-03-08,2022-03-13,5,4,0,Cancelled
BK-2022-00482,Hannah OBrien,hannah.obrien.010.2@gmail.com,R-305,2022-03-08,2022-03-15,7,4,45500,Completed
BK-2022-00483,Clara Bennett,clara.bennett.024.2@icloud.com,R-404,2022-03-11,2022-03-13,2,3,0,Cancelled
BK-2022-00484,Andre Tanaka,andre.tanaka.025.2@gmail.com,R-102,2022-03-11,2022-03-16,5,2,0,Cancelled
BK-2022-00485,Andre Singh,andre.singh.085@gmail.com,R-203,2022-03-14,2022-03-18,4,1,16100,Completed
BK-2022-00486,Maria Singh,maria.singh.061.2@outlook.com,R-102,2022-03-16,2022-03-21,5,2,13400,Completed
BK-2022-00487,Nina Patel,nina.patel.116@outlook.com,R-103,2022-03-17,2022-03-21,4,2,10800,Completed
BK-2022-00488,Maya Bennett,maya.bennett.016.2@outlook.com,R-105,2022-03-18,2022-03-23,5,5,26000,Completed
BK-2022-00489,Maya Bennett,maya.bennett.016.2@outlook.com,R-105,2022-03-19,2022-03-20,1,1,5200,Completed
BK-2022-00490,Arjun Singh,arjun.singh.053.2@proton.me,R-101,2022-03-19,2022-03-21,2,2,5700,Completed
BK-2022-00491,Kenji Garcia,kenji.garcia.011.2@outlook.com,R-201,2022-03-21,2022-03-24,3,1,0,Cancelled
BK-2022-00492,Priya Lee,priya.lee.095@gmail.com,R-105,2022-03-22,2022-03-26,4,3,0,Cancelled
BK-2022-00493,Liam Chua,liam.chua.006.2@outlook.com,R-404,2022-03-23,2022-03-28,5,3,24600,Completed
BK-2022-00494,Daniel Tanaka,daniel.tanaka.081@outlook.com,R-102,2022-03-23,2022-03-26,3,2,0,Cancelled
BK-2022-00495,James OBrien,james.obrien.034.2@icloud.com,R-106,2022-03-23,2022-03-25,2,2,9900,Completed
BK-2022-00496,Samir Garcia,samir.garcia.059.2@icloud.com,R-302,2022-03-23,2022-03-24,1,2,4000,Completed
BK-2022-00497,Andre Singh,andre.singh.085@gmail.com,R-302,2022-03-25,2022-03-27,2,3,8500,Completed
BK-2022-00498,Lucas Lee,lucas.lee.047.2@yahoo.com,R-101,2022-03-25,2022-03-26,1,2,2800,Completed
BK-2022-00499,Sofia OBrien,sofia.obrien.098@proton.me,R-303,2022-03-27,2022-03-28,1,2,4900,Completed
BK-2022-00500,Daniel Singh,daniel.singh.021.2@outlook.com,R-404,2022-03-27,2022-04-02,6,4,29600,Completed
BK-2022-00501,Rafael Lee,rafael.lee.079@icloud.com,R-302,2022-03-28,2022-03-29,1,3,4000,Completed
BK-2022-00502,Andre Lee,andre.lee.055.2@gmail.com,R-105,2022-03-29,2022-04-01,3,2,14800,Completed
BK-2022-00503,James Patel,james.patel.004.2@icloud.com,R-402,2022-03-31,2022-04-03,3,3,19500,Completed
BK-2022-00504,Chen Singh,chen.singh.037.2@yahoo.com,R-404,2022-03-31,2022-04-03,3,5,14800,Completed
BK-2022-00505,Ethan Singh,ethan.singh.045.2@gmail.com,R-306,2022-04-01,2022-04-08,7,4,47900,Completed
BK-2022-00506,Noah Lee,noah.lee.103@proton.me,R-202,2022-04-02,2022-04-04,2,1,5700,Completed
BK-2022-00507,Arjun Lee,arjun.lee.023.2@proton.me,R-105,2022-04-07,2022-04-08,1,2,4900,Completed
BK-2022-00508,Isabella OBrien,isabella.obrien.074@icloud.com,R-102,2022-04-07,2022-04-10,3,1,8100,Completed
BK-2022-00509,Rafael Singh,rafael.singh.109@icloud.com,R-305,2022-04-08,2022-04-11,3,2,20500,Completed
BK-2022-00510,Grace Patel,grace.patel.020.2@gmail.com,R-104,2022-04-10,2022-04-14,4,2,10800,Completed
BK-2022-00511,Julia Chua,julia.chua.030.2@gmail.com,R-404,2022-04-10,2022-04-11,1,3,4900,Completed
BK-2022-00512,Grace OBrien,grace.obrien.050.2@gmail.com,R-302,2022-04-13,2022-04-18,5,2,20200,Completed
BK-2022-00513,Chen Tanaka,chen.tanaka.097@yahoo.com,R-304,2022-04-15,2022-04-18,3,2,15600,Completed
BK-2022-00514,Sofia Bennett,sofia.bennett.008.2@proton.me,R-105,2022-04-16,2022-04-18,2,2,10400,Completed
BK-2022-00515,Oscar Lee,oscar.lee.087@yahoo.com,R-301,2022-04-16,2022-04-20,4,2,0,Cancelled
BK-2022-00516,Lucas Lee,lucas.lee.047.2@yahoo.com,R-106,2022-04-17,2022-04-19,2,2,9900,Completed
BK-2022-00517,Maria Tanaka,maria.tanaka.001.2@outlook.com,R-102,2022-04-18,2022-04-21,3,2,8100,Completed
BK-2022-00518,Noah Lee,noah.lee.103@proton.me,R-305,2022-04-20,2022-04-22,2,1,13000,Completed
BK-2022-00519,Oscar Lee,oscar.lee.087@yahoo.com,R-403,2022-04-20,2022-04-22,2,2,0,Cancelled
BK-2022-00520,Samir Lee,samir.lee.119@icloud.com,R-202,2022-04-21,2022-04-22,1,1,2700,Completed
BK-2022-00521,Samir Garcia,samir.garcia.059.2@icloud.com,R-302,2022-04-21,2022-04-22,1,3,4000,Completed
BK-2022-00522,Amara Bennett,amara.bennett.072@yahoo.com,R-402,2022-04-22,2022-04-24,2,1,13700,Completed
BK-2022-00523,David Bennett,david.bennett.032.2@yahoo.com,R-106,2022-04-26,2022-05-03,7,3,34500,Completed
BK-2022-00524,Maya Chua,maya.chua.046.2@outlook.com,R-304,2022-04-28,2022-04-30,2,2,9900,Completed
BK-2022-00525,Clara OBrien,clara.obrien.114@icloud.com,R-306,2022-04-30,2022-05-04,4,4,27400,Completed
BK-2022-00526,Maya OBrien,maya.obrien.106@outlook.com,R-103,2022-05-01,2022-05-03,2,2,5400,Completed
BK-2022-00527,Liam Chua,liam.chua.006.2@outlook.com,R-305,2022-05-03,2022-05-05,2,1,13000,Completed
BK-2022-00528,Chen Singh,chen.singh.037.2@yahoo.com,R-301,2022-05-03,2022-05-07,4,3,0,Cancelled
BK-2022-00529,Hannah Patel,hannah.patel.100@gmail.com,R-106,2022-05-04,2022-05-07,3,2,14800,Completed
BK-2022-00530,Hannah Patel,hannah.patel.100@gmail.com,R-101,2022-05-06,2022-05-09,3,2,8500,Completed
BK-2022-00531,James Chua,james.chua.094@icloud.com,R-301,2022-05-06,2022-05-09,3,1,12700,Completed
BK-2022-00532,Daniel Singh,daniel.singh.021.2@outlook.com,R-105,2022-05-06,2022-05-09,3,3,15600,Completed
BK-2022-00533,Kenji Garcia,kenji.garcia.011.2@outlook.com,R-106,2022-05-10,2022-05-11,1,2,4900,Completed
BK-2022-00534,Yuna Chua,yuna.chua.078@proton.me,R-204,2022-05-11,2022-05-13,2,3,8100,Completed
BK-2022-00535,Julia Bennett,julia.bennett.120@gmail.com,R-202,2022-05-11,2022-05-12,1,1,2700,Completed
BK-2022-00536,Nina Patel,nina.patel.116@outlook.com,R-404,2022-05-12,2022-05-15,3,2,14800,Completed
BK-2022-00537,Rafael Garcia,rafael.garcia.019.2@icloud.com,R-302,2022-05-17,2022-05-19,2,3,8100,Completed
BK-2022-00538,Oscar Tanaka,oscar.tanaka.057.2@yahoo.com,R-202,2022-05-17,2022-05-20,3,2,8100,Completed
BK-2022-00539,Ethan Tanaka,ethan.tanaka.105@gmail.com,R-102,2022-05-18,2022-05-19,1,2,2700,Completed
BK-2022-00540,Arjun Singh,arjun.singh.053.2@proton.me,R-101,2022-05-21,2022-05-23,2,2,5700,Completed
BK-2022-00541,Andre Garcia,andre.garcia.115@gmail.com,R-102,2022-05-22,2022-05-27,5,2,13400,Completed
BK-2022-00542,Liam Chua,liam.chua.006.2@outlook.com,R-103,2022-05-22,2022-05-26,4,1,10800,Completed
BK-2022-00543,Amara OBrien,amara.obrien.042.2@yahoo.com,R-305,2022-05-23,2022-05-28,5,4,32500,Completed
BK-2022-00544,Maria Lee,maria.lee.031.2@outlook.com,R-102,2022-05-24,2022-05-25,1,2,2700,Completed
BK-2022-00545,Sofia OBrien,sofia.obrien.098@proton.me,R-202,2022-05-25,2022-05-27,2,1,5400,Completed
BK-2022-00546,Priya Garcia,priya.garcia.035.2@gmail.com,R-103,2022-05-25,2022-05-27,2,1,5400,Completed
BK-2022-00547,Grace Chua,grace.chua.110@gmail.com,R-203,2022-05-26,2022-05-28,2,2,8100,Completed
BK-2022-00548,Arjun Singh,arjun.singh.053.2@proton.me,R-306,2022-05-27,2022-05-28,1,3,6800,Completed
BK-2022-00549,Arjun Tanaka,arjun.tanaka.113@proton.me,R-404,2022-05-30,2022-05-31,1,4,4900,Completed
BK-2022-00550,Mei Patel,mei.patel.052.2@yahoo.com,R-303,2022-05-31,2022-06-03,3,3,14800,Completed
BK-2022-00551,Clara OBrien,clara.obrien.114@icloud.com,R-202,2022-06-01,2022-06-04,3,2,0,Cancelled
BK-2022-00552,Yuna OBrien,yuna.obrien.018.2@proton.me,R-403,2022-06-01,2022-06-05,4,2,17600,Completed
BK-2022-00553,Lucas Tanaka,lucas.tanaka.017.2@yahoo.com,R-105,2022-06-01,2022-06-08,7,3,30800,Completed
BK-2022-00554,Hannah Chua,hannah.chua.070@gmail.com,R-303,2022-06-03,2022-06-08,5,4,23300,Completed
BK-2022-00555,Grace OBrien,grace.obrien.050.2@gmail.com,R-303,2022-06-03,2022-06-08,5,4,23300,Completed
BK-2022-00556,Aiko Singh,aiko.singh.093@proton.me,R-305,2022-06-03,2022-06-10,7,4,0,Cancelled
BK-2022-00557,James Chua,james.chua.094@icloud.com,R-404,2022-06-04,2022-06-11,7,3,32600,Completed
BK-2022-00558,Arjun Tanaka,arjun.tanaka.113@proton.me,R-202,2022-06-05,2022-06-07,2,1,4800,Completed
BK-2022-00559,Isabella Patel,isabella.patel.044.2@icloud.com,R-105,2022-06-08,2022-06-10,2,1,8800,Completed
BK-2022-00560,Yuna Patel,yuna.patel.108@proton.me,R-304,2022-06-12,2022-06-19,7,2,30800,Completed
BK-2022-00561,Maya Bennett,maya.bennett.016.2@outlook.com,R-402,2022-06-12,2022-06-14,2,4,11600,Completed
BK-2022-00562,Kenji Lee,kenji.lee.071@outlook.com,R-301,2022-06-13,2022-06-16,3,3,10800,Completed
BK-2022-00563,Julia Bennett,julia.bennett.120@gmail.com,R-204,2022-06-16,2022-06-18,2,3,7200,Completed
BK-2022-00564,Rafael Singh,rafael.singh.109@icloud.com,R-301,2022-06-18,2022-06-22,4,2,15300,Completed
BK-2022-00565,Noah Lee,noah.lee.103@proton.me,R-201,2022-06-19,2022-06-21,2,2,4800,Completed
BK-2022-00566,Daniel Singh,daniel.singh.021.2@outlook.com,R-205,2022-06-22,2022-06-24,2,1,7200,Completed
BK-2022-00567,Samir Lee,samir.lee.119@icloud.com,R-305,2022-06-24,2022-06-28,4,1,0,Cancelled
BK-2022-00568,Maria Tanaka,maria.tanaka.001.2@outlook.com,R-402,2022-06-28,2022-07-04,6,4,34800,Completed
BK-2022-00569,Oscar Tanaka,oscar.tanaka.057.2@yahoo.com,R-102,2022-06-30,2022-07-03,3,2,7200,Completed
BK-2022-00570,Clara Chua,clara.chua.054.2@icloud.com,R-106,2022-06-30,2022-07-05,5,3,22000,Completed
BK-2022-00571,Maria Garcia,maria.garcia.091@outlook.com,R-302,2022-07-02,2022-07-09,7,3,26700,Completed
BK-2022-00572,James Chua,james.chua.094@icloud.com,R-204,2022-07-02,2022-07-04,2,1,0,Cancelled
BK-2022-00573,Noah Garcia,noah.garcia.043.2@proton.me,R-106,2022-07-03,2022-07-10,7,5,30800,Completed
BK-2022-00574,Kenji Singh,kenji.singh.101@outlook.com,R-304,2022-07-03,2022-07-05,2,2,8800,Completed
BK-2022-00575,Isabella Bennett,isabella.bennett.104@icloud.com,R-101,2022-07-04,2022-07-09,5,2,12000,Completed
BK-2022-00576,David OBrien,david.obrien.002.2@yahoo.com,R-103,2022-07-05,2022-07-08,3,2,7200,Completed
BK-2022-00577,Noah Lee,noah.lee.103@proton.me,R-306,2022-07-05,2022-07-06,1,2,5800,Completed
BK-2022-00578,Elena Bennett,elena.bennett.088@proton.me,R-305,2022-07-06,2022-07-10,4,4,23200,Completed
BK-2022-00579,Noah Singh,noah.singh.013.2@proton.me,R-101,2022-07-10,2022-07-15,5,1,12000,Completed
BK-2022-00580,Rafael Tanaka,rafael.tanaka.049.2@icloud.com,R-303,2022-07-11,2022-07-12,1,3,4400,Completed
BK-2022-00581,Nina Bennett,nina.bennett.056.2@outlook.com,R-103,2022-07-11,2022-07-17,6,1,14400,Completed
BK-2022-00582,Yuna Patel,yuna.patel.108@proton.me,R-104,2022-07-11,2022-07-15,4,2,9600,Completed
BK-2022-00583,Julia Chua,julia.chua.030.2@gmail.com,R-204,2022-07-13,2022-07-16,3,2,10800,Completed
BK-2022-00584,Aiko Lee,aiko.lee.063@proton.me,R-201,2022-07-14,2022-07-16,2,2,4800,Completed
BK-2022-00585,Miguel Singh,miguel.singh.069@icloud.com,R-402,2022-07-17,2022-07-24,7,4,40600,Completed
BK-2022-00586,Maria Lee,maria.lee.031.2@outlook.com,R-106,2022-07-24,2022-07-27,3,5,13200,Completed
BK-2022-00587,Mei Chua,mei.chua.022.2@yahoo.com,R-205,2022-07-24,2022-07-25,1,3,3600,Completed
BK-2022-00588,Chen Tanaka,chen.tanaka.097@yahoo.com,R-201,2022-07-27,2022-07-30,3,2,7200,Completed
BK-2022-00589,Amara OBrien,amara.obrien.042.2@yahoo.com,R-206,2022-07-27,2022-07-30,3,3,10800,Completed
BK-2022-00590,Sofia Patel,sofia.patel.068@proton.me,R-105,2022-07-27,2022-07-30,3,5,13200,Completed
BK-2022-00591,Priya Garcia,priya.garcia.035.2@gmail.com,R-102,2022-07-29,2022-08-01,3,2,7600,Completed
BK-2022-00592,Priya Garcia,priya.garcia.035.2@gmail.com,R-302,2022-07-29,2022-08-01,3,2,11400,Completed
BK-2022-00593,Andre Lee,andre.lee.055.2@gmail.com,R-101,2022-07-30,2022-08-03,4,1,10200,Completed
BK-2022-00594,Andre Garcia,andre.garcia.115@gmail.com,R-104,2022-07-31,2022-08-02,2,1,4800,Completed
BK-2022-00595,Andre Singh,andre.singh.085@gmail.com,R-303,2022-08-02,2022-08-05,3,2,0,Cancelled
BK-2022-00596,Miguel Tanaka,miguel.tanaka.009.2@icloud.com,R-101,2022-08-05,2022-08-10,5,2,12700,Completed
BK-2022-00597,Samir Singh,samir.singh.029.2@icloud.com,R-102,2022-08-06,2022-08-08,2,2,5100,Completed
BK-2022-00598,Rafael Singh,rafael.singh.109@icloud.com,R-101,2022-08-11,2022-08-14,3,1,7200,Completed
BK-2022-00599,Arjun Tanaka,arjun.tanaka.113@proton.me,R-104,2022-08-11,2022-08-13,2,2,4800,Completed
BK-2022-00600,Nina Patel,nina.patel.116@outlook.com,R-201,2022-08-12,2022-08-13,1,2,0,Cancelled
BK-2022-00601,Grace OBrien,grace.obrien.050.2@gmail.com,R-205,2022-08-19,2022-08-24,5,3,19100,Completed
BK-2022-00602,Grace OBrien,grace.obrien.050.2@gmail.com,R-204,2022-08-20,2022-08-21,1,1,3800,Completed
BK-2022-00603,Elena Chua,elena.chua.118@proton.me,R-302,2022-08-23,2022-08-26,3,2,10800,Completed
BK-2022-00604,David Bennett,david.bennett.032.2@yahoo.com,R-404,2022-08-24,2022-08-31,7,4,30800,Completed
BK-2022-00605,Rafael Lee,rafael.lee.079@icloud.com,R-404,2022-08-25,2022-08-27,2,3,8800,Completed
BK-2022-00606,Liam Bennett,liam.bennett.096@outlook.com,R-302,2022-08-26,2022-08-29,3,1,11400,Completed
BK-2022-00607,Sofia Chua,sofia.chua.038.2@proton.me,R-206,2022-08-26,2022-09-01,6,3,22900,Completed
BK-2022-00608,Samir Singh,samir.singh.029.2@icloud.com,R-105,2022-08-30,2022-09-02,3,5,13200,Completed
BK-2022-00609,Yuna OBrien,yuna.obrien.018.2@proton.me,R-404,2022-08-31,2022-09-02,2,3,0,Cancelled
BK-2022-00610,Aiko Tanaka,aiko.tanaka.033.2@proton.me,R-104,2022-08-31,2022-09-03,3,1,7200,Completed
BK-2022-00611,Maya OBrien,maya.obrien.106@outlook.com,R-103,2022-09-01,2022-09-03,2,2,4800,Completed
BK-2022-00612,Hannah OBrien,hannah.obrien.010.2@gmail.com,R-204,2022-09-05,2022-09-07,2,2,7200,Completed
BK-2022-00613,Clara Patel,clara.patel.084@icloud.com,R-303,2022-09-07,2022-09-11,4,3,17600,Completed
BK-2022-00614,David Patel,david.patel.092@yahoo.com,R-206,2022-09-15,2022-09-18,3,3,10800,Completed
BK-2022-00615,Amara Chua,amara.chua.102@yahoo.com,R-102,2022-09-18,2022-09-21,3,1,7200,Completed
BK-2022-00616,Hannah OBrien,hannah.obrien.010.2@gmail.com,R-105,2022-09-19,2022-09-23,4,4,17600,Completed
BK-2022-00617,Clara Patel,clara.patel.084@icloud.com,R-101,2022-09-22,2022-09-25,3,2,0,Cancelled
BK-2022-00618,Ethan Lee,ethan.lee.015.2@gmail.com,R-103,2022-09-23,2022-09-25,2,2,5100,Completed
BK-2022-00619,Kenji Tanaka,kenji.tanaka.041.2@outlook.com,R-303,2022-09-23,2022-09-25,2,2,9300,Completed
BK-2022-00620,Lucas Garcia,lucas.garcia.107@yahoo.com,R-306,2022-09-25,2022-09-27,2,1,11600,Completed
BK-2022-00621,Sofia OBrien,sofia.obrien.098@proton.me,R-301,2022-09-26,2022-09-29,3,3,10800,Completed
BK-2022-00622,Oscar Garcia,oscar.garcia.027.2@yahoo.com,R-201,2022-09-29,2022-10-02,3,1,7200,Completed
BK-2022-00623,Liam Chua,liam.chua.006.2@outlook.com,R-102,2022-10-02,2022-10-09,7,1,16800,Completed
BK-2022-00624,David Patel,david.patel.092@yahoo.com,R-205,2022-10-03,2022-10-06,3,2,10800,Completed
BK-2022-00625,Arjun Lee,arjun.lee.023.2@proton.me,R-102,2022-10-07,2022-10-08,1,2,2500,Completed
BK-2022-00626,Grace Bennett,grace.bennett.080@gmail.com,R-402,2022-10-09,2022-10-14,5,1,29000,Completed
BK-2022-00627,Miguel Tanaka,miguel.tanaka.009.2@icloud.com,R-301,2022-10-10,2022-10-12,2,1,7200,Completed
BK-2022-00628,Julia Patel,julia.patel.060.2@gmail.com,R-206,2022-10-11,2022-10-18,7,1,25200,Completed
BK-2022-00629,James OBrien,james.obrien.034.2@icloud.com,R-301,2022-10-12,2022-10-13,1,1,3600,Completed
BK-2022-00630,Chen Lee,chen.lee.007.2@yahoo.com,R-404,2022-10-15,2022-10-18,3,2,0,Cancelled
BK-2022-00631,Clara Chua,clara.chua.054.2@icloud.com,R-106,2022-10-20,2022-10-22,2,4,8800,Completed
BK-2022-00632,Hannah Bennett,hannah.bennett.040.2@gmail.com,R-201,2022-10-30,2022-11-03,4,2,9600,Completed
BK-2022-00633,Priya Garcia,priya.garcia.035.2@gmail.com,R-403,2022-10-31,2022-11-04,4,1,17600,Completed
BK-2022-00634,Liam Chua,liam.chua.006.2@outlook.com,R-303,2022-11-01,2022-11-04,3,2,14800,Completed
BK-2022-00635,Lucas Tanaka,lucas.tanaka.017.2@yahoo.com,R-204,2022-11-15,2022-11-17,2,2,0,Cancelled
BK-2022-00636,Isabella OBrien,isabella.obrien.074@icloud.com,R-103,2022-11-17,2022-11-19,2,1,5400,Completed
BK-2022-00637,Priya Lee,priya.lee.095@gmail.com,R-104,2022-11-18,2022-11-20,2,2,5700,Completed
BK-2022-00638,Maya Patel,maya.patel.076@outlook.com,R-403,2022-11-19,2022-11-21,2,2,10400,Completed
BK-2022-00639,Priya Garcia,priya.garcia.035.2@gmail.com,R-204,2022-11-21,2022-11-24,3,3,12100,Completed
BK-2022-00640,Amara Patel,amara.patel.012.2@yahoo.com,R-105,2022-11-21,2022-11-24,3,2,14800,Completed
BK-2022-00641,Miguel Garcia,miguel.garcia.099@icloud.com,R-402,2022-11-23,2022-11-26,3,1,19500,Completed
BK-2022-00642,Julia OBrien,julia.obrien.090@gmail.com,R-101,2022-11-23,2022-11-25,2,1,5400,Completed
BK-2022-00643,Nina OBrien,nina.obrien.026.2@outlook.com,R-204,2022-11-24,2022-11-25,1,2,4000,Completed
BK-2022-00644,Nina Bennett,nina.bennett.056.2@outlook.com,R-404,2022-11-25,2022-11-29,4,4,0,Cancelled
BK-2022-00645,Clara Patel,clara.patel.084@icloud.com,R-301,2022-11-25,2022-11-26,1,2,4200,Completed
BK-2022-00646,Priya Lee,priya.lee.095@gmail.com,R-301,2022-11-25,2022-11-27,2,3,8500,Completed
BK-2022-00647,Hannah OBrien,hannah.obrien.010.2@gmail.com,R-201,2022-11-26,2022-11-29,3,2,8500,Completed
BK-2022-00648,Maria Lee,maria.lee.031.2@outlook.com,R-104,2022-11-29,2022-12-01,2,1,5400,Completed
BK-2022-00649,Andre Singh,andre.singh.085@gmail.com,R-303,2022-11-30,2022-12-01,1,3,4900,Completed
BK-2022-00650,Liam Patel,liam.patel.036.2@outlook.com,R-302,2022-12-02,2022-12-05,3,1,12700,Completed
BK-2022-00651,Maya OBrien,maya.obrien.106@outlook.com,R-305,2022-12-03,2022-12-06,3,2,20500,Completed
BK-2022-00652,Oscar Lee,oscar.lee.087@yahoo.com,R-404,2022-12-05,2022-12-07,2,2,9900,Completed
BK-2022-00653,Lucas Singh,lucas.singh.077@yahoo.com,R-403,2022-12-06,2022-12-09,3,3,14800,Completed
BK-2022-00654,Kenji Lee,kenji.lee.071@outlook.com,R-103,2022-12-09,2022-12-11,2,2,5700,Completed
BK-2022-00655,Hannah Chua,hannah.chua.070@gmail.com,R-403,2022-12-10,2022-12-12,2,5,0,Cancelled
BK-2022-00656,Yuna OBrien,yuna.obrien.018.2@proton.me,R-305,2022-12-12,2022-12-18,6,3,39000,Completed
BK-2022-00657,James Patel,james.patel.004.2@icloud.com,R-201,2022-12-15,2022-12-17,2,1,5400,Completed
BK-2022-00658,Priya Singh,priya.singh.005.2@gmail.com,R-403,2022-12-15,2022-12-17,2,4,0,Cancelled
BK-2022-00659,David Chua,david.chua.062@yahoo.com,R-104,2022-12-18,2022-12-20,2,1,5400,Completed
BK-2022-00660,Kenji Garcia,kenji.garcia.011.2@outlook.com,R-302,2022-12-19,2022-12-24,5,3,20200,Completed
BK-2022-00661,Kenji Garcia,kenji.garcia.011.2@outlook.com,R-401,2022-12-20,2022-12-22,2,3,13000,Completed
BK-2022-00662,Elena Bennett,elena.bennett.088@proton.me,R-101,2022-12-20,2022-12-22,2,1,5400,Completed
BK-2022-00663,Oscar Lee,oscar.lee.087@yahoo.com,R-102,2022-12-21,2022-12-28,7,2,18800,Completed
BK-2022-00664,Rafael Lee,rafael.lee.079@icloud.com,R-202,2022-12-26,2022-12-28,2,1,0,Cancelled
BK-2023-00665,Kenji Garcia,kenji.garcia.011.2@outlook.com,R-101,2023-01-07,2023-01-10,3,1,0,Cancelled
BK-2023-00666,Lucas Garcia,lucas.garcia.107@yahoo.com,R-301,2023-01-07,2023-01-09,2,2,7600,Completed
BK-2023-00667,Julia OBrien,julia.obrien.090@gmail.com,R-404,2023-01-08,2023-01-09,1,4,4400,Completed
BK-2023-00668,Aiko Lee,aiko.lee.063@proton.me,R-102,2023-01-11,2023-01-13,2,1,4800,Completed
BK-2023-00669,Ethan Singh,ethan.singh.045.2@gmail.com,R-305,2023-01-12,2023-01-16,4,1,0,Cancelled
BK-2023-00670,Yuna Bennett,yuna.bennett.048.2@proton.me,R-201,2023-01-13,2023-01-15,2,2,5100,Completed
BK-2023-00671,Priya Garcia,priya.garcia.035.2@gmail.com,R-105,2023-01-14,2023-01-19,5,3,23300,Completed
BK-2023-00672,Nina OBrien,nina.obrien.026.2@outlook.com,R-301,2023-01-15,2023-01-22,7,2,25200,Completed
BK-2023-00673,Lucas Lee,lucas.lee.047.2@yahoo.com,R-403,2023-01-16,2023-01-21,5,5,22000,Completed
BK-2023-00674,Amara Patel,amara.patel.012.2@yahoo.com,R-102,2023-01-17,2023-01-20,3,2,7200,Completed
